/mnt/data/guest0/sudoku_dataset/sudoku_images/5887.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/5887.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/5887.png,"[0, 4, 0, 0, 9, 7, 1, 3, 2, 8, 7, 0, 0, 0, 1, 0, 6, 0, 0, 1, 0, 5, 6, 4, 7, 0, 8, 9, 0, 7, 0, 0, 0, 3, 5, 0, 6, 3, 5, 0, 0, 8, 0, 4, 1, 1, 0, 0, 6, 5, 0, 8, 0, 9, 4, 6, 2, 7, 0, 0, 0, 1, 3, 0, 0, 0, 3, 1, 5, 0, 2, 0, 3, 0, 1, 4, 2, 0, 9, 0, 0]","[5, 4, 6, 8, 9, 7, 1, 3, 2, 8, 7, 9, 2, 3, 1, 4, 6, 5, 2, 1, 3, 5, 6, 4, 7, 9, 8, 9, 8, 7, 1, 4, 2, 3, 5, 6, 6, 3, 5, 9, 7, 8, 2, 4, 1, 1, 2, 4, 6, 5, 3, 8, 7, 9, 4, 6, 2, 7, 8, 9, 5, 1, 3, 7, 9, 8, 3, 1, 5, 6, 2, 4, 3, 5, 1, 4, 2, 6, 9, 8, 7]","[203.74077865757891, 170.00359904327658, 462.2799588232925, 220.11608651557026, 149.69112750181216, 442.7049626819724, 413.7461868758054, 488.2543239827331]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/7112.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/7112.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/7112.png,"[0, 0, 2, 0, 0, 0, 0, 6, 3, 0, 0, 0, 4, 0, 0, 0, 0, 8, 9, 7, 8, 5, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 8, 0, 9, 0, 0, 5, 0, 7, 0, 2, 4, 6, 0, 8, 0, 0, 4, 6, 0, 0, 0, 0, 3, 0, 9, 0, 7, 0, 0, 0, 0, 0, 7, 6, 5, 4, 0, 2, 0, 5, 0, 4, 0, 0, 1, 9, 8, 0]","[1, 4, 2, 7, 9, 8, 5, 6, 3, 6, 5, 3, 4, 1, 2, 7, 9, 8, 9, 7, 8, 5, 6, 3, 4, 1, 2, 4, 2, 6, 1, 3, 5, 8, 7, 9, 3, 1, 5, 8, 7, 9, 2, 4, 6, 7, 8, 9, 2, 4, 6, 1, 3, 5, 2, 3, 1, 9, 8, 7, 6, 5, 4, 8, 9, 7, 6, 5, 4, 3, 2, 1, 5, 6, 4, 3, 2, 1, 9, 8, 7]","[433.3972611860795, 160.58332810708143, 563.0096324573864, 396.3156939865253, 196.01645174893466, 303.050066746703, 321.4017666903409, 538.6211318269783]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/4211.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/4211.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/4211.png,"[7, 9, 8, 2, 0, 0, 0, 0, 0, 3, 5, 0, 0, 9, 7, 0, 0, 0, 0, 6, 0, 1, 0, 0, 7, 9, 0, 0, 0, 0, 7, 0, 0, 6, 0, 5, 6, 3, 0, 0, 2, 1, 0, 0, 0, 9, 8, 0, 0, 3, 0, 0, 0, 4, 0, 0, 6, 0, 1, 2, 0, 0, 9, 0, 0, 9, 0, 4, 5, 2, 0, 0, 2, 0, 3, 0, 0, 0, 0, 4, 0]","[7, 9, 8, 2, 6, 4, 3, 5, 1, 3, 5, 1, 8, 9, 7, 4, 6, 2, 4, 6, 2, 1, 5, 3, 7, 9, 8, 1, 2, 4, 7, 8, 9, 6, 3, 5, 6, 3, 5, 4, 2, 1, 9, 8, 7, 9, 8, 7, 5, 3, 6, 1, 2, 4, 5, 4, 6, 3, 1, 2, 8, 7, 9, 8, 7, 9, 6, 4, 5, 2, 1, 3, 2, 1, 3, 9, 7, 8, 5, 4, 6]","[98.27527424535106, 249.77891591300897, 344.52763475491315, 157.43934110250655, 164.80549981432813, 482.40261311706433, 423.2263317491716, 389.3016915396508]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/2182.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/2182.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/2182.png,"[7, 9, 0, 0, 3, 1, 0, 2, 6, 3, 5, 1, 6, 0, 0, 7, 0, 0, 0, 0, 2, 9, 7, 0, 3, 0, 0, 1, 0, 0, 3, 6, 0, 9, 0, 8, 0, 0, 7, 2, 0, 4, 0, 5, 0, 0, 3, 5, 0, 9, 0, 1, 4, 0, 5, 0, 6, 0, 8, 9, 0, 0, 1, 8, 7, 0, 0, 0, 3, 5, 0, 4, 2, 0, 3, 0, 5, 6, 8, 9, 7]","[7, 9, 8, 5, 3, 1, 4, 2, 6, 3, 5, 1, 6, 4, 2, 7, 8, 9, 4, 6, 2, 9, 7, 8, 3, 1, 5, 1, 2, 4, 3, 6, 5, 9, 7, 8, 9, 8, 7, 2, 1, 4, 6, 5, 3, 6, 3, 5, 8, 9, 7, 1, 4, 2, 5, 4, 6, 7, 8, 9, 2, 3, 1, 8, 7, 9, 1, 2, 3, 5, 6, 4, 2, 1, 3, 4, 5, 6, 8, 9, 7]","[117.0, 219.0, 349.0, 138.0, 198.0, 451.0, 430.0, 370.0]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/3914.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/3914.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/3914.png,"[5, 0, 0, 0, 0, 9, 1, 0, 3, 0, 3, 0, 5, 4, 0, 0, 8, 9, 8, 0, 7, 2, 0, 3, 0, 0, 0, 0, 2, 6, 0, 9, 0, 5, 0, 0, 0, 0, 9, 0, 5, 0, 6, 4, 0, 3, 0, 5, 0, 6, 0, 9, 0, 8, 1, 4, 2, 0, 0, 5, 0, 9, 0, 9, 0, 0, 0, 0, 0, 3, 0, 5, 0, 5, 0, 9, 8, 7, 0, 1, 4]","[5, 6, 4, 8, 7, 9, 1, 2, 3, 2, 3, 1, 5, 4, 6, 7, 8, 9, 8, 9, 7, 2, 1, 3, 4, 5, 6, 4, 2, 6, 7, 9, 8, 5, 3, 1, 7, 8, 9, 3, 5, 1, 6, 4, 2, 3, 1, 5, 4, 6, 2, 9, 7, 8, 1, 4, 2, 6, 3, 5, 8, 9, 7, 9, 7, 8, 1, 2, 4, 3, 6, 5, 6, 5, 3, 9, 8, 7, 2, 1, 4]","[247.0, 148.0, 440.0, 181.0, 215.0, 341.0, 408.0, 374.0]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/1484.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/1484.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/1484.png,"[0, 2, 6, 3, 0, 0, 0, 8, 0, 0, 0, 9, 0, 0, 2, 3, 1, 0, 0, 1, 0, 7, 9, 0, 0, 0, 6, 8, 9, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 7, 9, 5, 6, 4, 5, 6, 4, 0, 1, 0, 0, 0, 7, 9, 0, 8, 0, 0, 5, 0, 4, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 5, 3]","[4, 2, 6, 3, 5, 1, 7, 8, 9, 7, 8, 9, 4, 6, 2, 3, 1, 5, 3, 1, 5, 7, 9, 8, 4, 2, 6, 8, 9, 7, 5, 4, 6, 2, 3, 1, 2, 3, 1, 8, 7, 9, 5, 6, 4, 5, 6, 4, 2, 1, 3, 8, 9, 7, 9, 7, 8, 6, 3, 5, 1, 4, 2, 6, 5, 3, 1, 2, 4, 9, 7, 8, 1, 4, 2, 9, 8, 7, 6, 5, 3]","[194.09473619962992, 121.47765463971076, 420.59473941200656, 175.695346264129, 155.19521612870065, 340.39014451047206, 389.76912649054276, 415.4202400369847]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/3098.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/3098.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/3098.png,"[0, 0, 0, 7, 0, 0, 0, 0, 6, 0, 6, 4, 0, 0, 1, 8, 0, 9, 8, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 5, 4, 0, 0, 2, 1, 0, 0, 0, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 8, 7, 0, 9, 0, 0, 0, 0, 1, 0]","[1, 5, 3, 7, 9, 8, 2, 4, 6, 2, 6, 4, 3, 5, 1, 8, 7, 9, 8, 9, 7, 4, 6, 2, 1, 3, 5, 6, 4, 5, 2, 1, 3, 9, 8, 7, 3, 1, 2, 8, 7, 9, 6, 5, 4, 9, 7, 8, 5, 4, 6, 3, 2, 1, 4, 2, 1, 9, 8, 7, 5, 6, 3, 5, 3, 6, 1, 2, 4, 7, 9, 8, 7, 8, 9, 6, 3, 5, 4, 1, 2]","[157.0, 232.0, 412.0, 157.0, 232.0, 485.0, 485.0, 411.0]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/4292.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/4292.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/4292.png,"[4, 0, 0, 0, 5, 0, 0, 0, 8, 7, 0, 0, 0, 6, 2, 3, 0, 0, 0, 5, 0, 0, 0, 0, 4, 6, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 7, 0, 6, 0, 5, 1, 0, 0, 0, 8, 0, 0, 2, 0, 9, 0, 7, 0, 0, 5, 0, 8, 0, 6, 0, 0, 0, 0, 0]","[4, 6, 2, 3, 5, 1, 7, 9, 8, 7, 9, 8, 4, 6, 2, 3, 5, 1, 3, 5, 1, 7, 9, 8, 4, 6, 2, 8, 7, 9, 5, 4, 6, 2, 1, 3, 2, 1, 3, 8, 7, 9, 5, 4, 6, 5, 4, 6, 2, 1, 3, 8, 7, 9, 6, 3, 5, 1, 2, 4, 9, 8, 7, 1, 2, 4, 9, 8, 7, 6, 3, 5, 9, 8, 7, 6, 3, 5, 1, 2, 4]","[249.0, 155.0, 478.0, 257.0, 148.0, 384.0, 377.0, 486.0]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/272.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/272.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/272.png,"[0, 9, 0, 0, 0, 0, 1, 2, 3, 5, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0, 7, 0, 0, 0, 0, 6, 0, 5, 3, 0, 4, 0, 8, 0, 7, 0, 4, 0, 8, 0, 9, 3, 6, 0, 9, 0, 8, 0, 5, 6, 0, 0, 0, 3, 0, 5, 0, 8, 0, 0, 4, 2, 0, 8, 9, 0, 2, 0, 5, 3, 0, 0, 0, 6, 5, 0, 3, 0, 0, 8]","[8, 9, 7, 4, 6, 5, 1, 2, 3, 5, 6, 4, 1, 3, 2, 7, 8, 9, 2, 3, 1, 7, 9, 8, 4, 5, 6, 6, 5, 3, 2, 4, 1, 8, 9, 7, 1, 4, 2, 8, 7, 9, 3, 6, 5, 9, 7, 8, 3, 5, 6, 2, 1, 4, 3, 1, 5, 9, 8, 7, 6, 4, 2, 7, 8, 9, 6, 2, 4, 5, 3, 1, 4, 2, 6, 5, 1, 3, 9, 7, 8]","[194.0, 221.0, 439.0, 199.0, 216.0, 466.0, 461.0, 443.0]"
/mnt/data/guest0/sudoku_dataset/sudoku_images/1271.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks/1271.png,/mnt/data/guest0/sudoku_dataset/sudoku_masks2/1271.png,"[0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 9, 7, 0, 5, 1, 4, 0, 0, 0, 5, 3, 0, 0, 2, 0, 9, 8, 7, 0, 0, 1, 2, 0, 0, 3, 0, 5, 0, 0, 9, 0, 0, 0, 2, 4, 0, 0, 0, 6, 0, 5, 9, 8, 0, 3, 0, 2, 0, 0, 6, 8, 0, 9, 6, 4, 5, 0, 7, 0, 2, 0, 0, 9, 7, 0, 2, 0, 0, 5, 4, 0]","[2, 6, 4, 7, 9, 8, 3, 5, 1, 8, 9, 7, 3, 5, 1, 4, 6, 2, 1, 5, 3, 4, 6, 2, 7, 9, 8, 7, 8, 9, 1, 2, 4, 6, 3, 5, 5, 3, 6, 9, 8, 7, 1, 2, 4, 4, 2, 1, 6, 3, 5, 9, 8, 7, 3, 1, 2, 5, 4, 6, 8, 7, 9, 6, 4, 5, 8, 7, 9, 2, 1, 3, 9, 7, 8, 2, 1, 3, 5, 4, 6]","[181.0589081286558, 132.1478745543841, 418.8616932781359, 145.80057384898362, 155.45078323866716, 399.5648963706007, 399.32681501841427, 418.5811281667172]"
